content,sentiment
Untuk kartu vaksinasi,POSITIF
Apk gak guna setelah upgrade malah gak bisa digunakan,NEGATIF
Makasih,POSITIF
Membantu,POSITIF
Suka susah ngaksesnya aku,NEGATIF
Nyusahin rakyat mulu,NEGATIF
Ribet,NEGATIF
Hidup dibikin ribet sama aplikasi ini,NEGATIF
Nyusahin rakyat,NEGATIF
Aplikasi negara tapi kaya gini pada gaji buta ya lo ngembangin aplikasi kaga becus,NEGATIF
bodoh,NEGATIF
Bagus👍👍👍,POSITIF
"Banyak pembaharuan,tpi tetap lemot",NEGATIF
Bikin repot,NEGATIF
Memuqskan,POSITIF
"Aplikasi yg kluar karena kebijakan yg tidak berpihak pada rakyat kecilll...kalian pikir orang kecil bisa beli hp buat ngunduh aplikasi kalian hai rezim jahanam ..saat ini kami ikuti kemauan kalian ,tpi jangan slahkan rakyat jika sudah di titik muak nya dg kebijakan kalian yg slalu berpihak pada cukong sbgai tuan kalian ..sampai berjumpa di pengadilan akherat saja buat kalian para pejabat jahanam yg bisa nya ngrampok uang rakyat dan nyusahin rakyat",NEGATIF
Lieur...... 👎👎👎,NEGATIF
Gabisa buat jajan seblak,NEGATIF
APLIKASI SERING ERROR...MAU CEK SERTIFIKAT AJA GA BISA!!! GIMANA ORG BS PAKAI KALAU SERING ERROR KYK GT???!!!!,NEGATIF
"Tambah di update tambah lemot, bikik eHAC ga bisa-bisa, tolong lebih di sempurnakan atau hapus saja jadi memudahkan kami yang sering menggunakan transportasi udara",NEGATIF
Ribet sering eror,NEGATIF
Nyusahin..,NEGATIF
"Saya kasih bintang 1 dulu, Biar pengembangnya tidak cepat puas. Kedepannya, saya harap aplikasi ini lebih ditingkatkan penggunaanya. Lanjutkan nak!",NEGATIF
Bikin rakyat susah,NEGATIF
Sangat membantu sekali,POSITIF
Susah buka sertifikat vaksin sedangkan kalau yg gaptek masa dia bisa???,NEGATIF
APLIKASI ASU TENAN,NEGATIF
Oh waw,NEGATIF
Very good,POSITIF
"App gak guna, gak mutu, budidaya congorna, bisnis alat tes, bisnis farmasi... Plandemic alat tes",NEGATIF
Aplikasinya di permudah dan di kasih beberapa fitur seperti ada sertifikat Vaksin yang di Vaksin diluar Negeri. Sertifikat itu bisa langsung di Update di Aplikasi Peduli Lindungi. Mohon diperbaharui. Terimakasih,NEGATIF
Tidak bisa diinstal,NEGATIF
Mantap,POSITIF
MAKASIH YA,POSITIF
Sangat membantu,POSITIF
Aplikasi jualan vaksin,NEGATIF
"Gabisa klaimmmmm sertifikat woyyyy, nik udh bener tapi gak terdaftar",NEGATIF
👍,POSITIF
"disalahgunakan pemerintah untuk jadi aplikasi pengontrol segala hal kegiatan masyarkat dan tidak relevan lagi dengan pencegahan dan pendataan covid, malah jadi data buat beli minyak goreng/kebutuhan pokok",NEGATIF
Ok,POSITIF
Aplikasi memecah belah indonesia,NEGATIF
Bagus,POSITIF
Oke,POSITIF
Semakin ruwet dengan banyaknya aplikasi yang tumpang tindih.,NEGATIF
Bagus,POSITIF
ribet,NEGATIF
Error terus,NEGATIF
Error,NEGATIF
Menyusahkan utk rakyat kecil.haha,NEGATIF
Bagus yaa.. untuk kelancaran komunikasi dan sarana perjalanan juga,POSITIF
Mantap,POSITIF
Bagus,POSITIF
Baik,POSITIF
Aplikasi gak guna..,NEGATIF
aplikasi yg sangat membantu. mantap.,POSITIF
Bereh......,POSITIF
Dikit dikit update aplikasi yg ngribetin,NEGATIF
'phonecountrycode is not to be allowed' masalah apalagi nih aplikasi? udah isi nomor telfon masih aja di tolak.. tolong dong jangan bikin ribet lagi utk kami para pengguna.,NEGATIF
Siip,POSITIF
Best of the best aplikasi,POSITIF
Bertele2 udah daptar bolak balik trs gak jelas,NEGATIF
"Sangat membantu untuk ketika masuk obyek wisata, RS dll tinggal lihat kan HP sudah ada bukti kalau sudah vaksin , pokoke sangat membantu dan dimudahkan.",POSITIF
Verry Good,POSITIF
"Ora seneng blas nyong ah, karo semacam koyo iki",NEGATIF
GOOD,POSITIF
"Apk nyusahin aja! Mo beli migor (curah) kasta rendah aja dipersulit! Bukanya indo itu produsen migor terbesar, ya?",NEGATIF
tambah ribet...tdk praktis,NEGATIF
Ok,POSITIF
Sertifikat vaksin tidak bisa di lihat...tolong tampilkan sertifikat vaksin boster....,NEGATIF
👍🏻👍🏻,POSITIF
Abal abal,NEGATIF
Sangat bagus,POSITIF
Aplikasi sangat penting untuk melihat sertifikat paksin,POSITIF
Tot lah,NEGATIF
Mantap,POSITIF
Peras rakyat buat kantong pribadi.,NEGATIF
"Aplikasi lemot, kemana"" harus pake aplikasi ini tp server lemot. Mohon ditingkatkan untuk kenyamanan masyarakat",NEGATIF
"Sertifikat vaksin yang harusnya jadi vaksin kedua malah jadi vaksin pertama. Jadi ibarat kita belum vaksin kedua padahal data yang diberikan udah sesuai. Mana nggak ada solusi juga yg diberikan. Kalau gini kan ribet, mau naik pesawat harus urus ini urus itu padahal sudah vaksin kedua lengkap.",NEGATIF
Digunakan buat beli minyak goreng ???,NEGATIF
Gk guna,NEGATIF
Pencurian data diri,NEGATIF
Bagus,POSITIF
Bikin ribet masuk ketempat umum.,NEGATIF
Good,POSITIF
Menyusahkan...beli minyak aja pake gimian,NEGATIF
sangat berguna,POSITIF
berguna,POSITIF
Apa gunanya vaksin??....????? Apa gunanya vaksin?????? Apa gunanya vaksin???????,NEGATIF
Buruk,NEGATIF
"Sertifikat gak muncul"", di menu bantuan aplikasi tidak ada yang bisa di hubungi, bagaimana ini? saya sudah booster tapi percuma tiap pergi harus di swab dikarenakan sertifikat booster nya belum keluar. tolonglah",NEGATIF
lebih meningkatkan lagi di pelayanan nya,POSITIF
Semoga bermanfaat untuk kita semua,POSITIF
Aplikasi 👎👎👎👎👎,NEGATIF
Kok sering hillang sendirii aplikasiinyaa,POSITIF
Aplikasi menyusahkan rakyat,NEGATIF
Jos,POSITIF
Sangat bermanfaat digunakan untuk kepentingan umum,POSITIF
Nge bug,POSITIF
"Menyusahkan,ribet banget",NEGATIF
Kemaren ada imunisasi anak..sekarang hilang... gak jelas developer nya yang buat ini,NEGATIF
Ok,POSITIF
Wedus ndasmu,NEGATIF
"Aplikasi gak jelas, selalu lemot, udah minta update mulu tapi malah makin gak bener. Mau masukin data aja susahnya minta ampun. Programmer nya gimana sih? Minta maaf mulu tapi gak ada perubahan! Kacau.",NEGATIF
Mantappp,POSITIF
Bagus,POSITIF
Libet..,NEGATIF
"Aplikasi yg sangat menyusahkan masyarakat,tiap mau buka suruh update",NEGATIF
Scan barcode susah banget bangkee,NEGATIF
Pada saat mau di vaksin gugup😅😅😅,POSITIF
Aplikasi yg membatasi untuk kemana aja,NEGATIF
Apakah Minyak Curah Tersedia ? Mending instal dan bintang 1 biar kehapus nih app bukin ribet,NEGATIF
Cukup puas lah dan membantu,POSITIF
mo beli minyak Goreng aja hrs pake apk segala nyusahin Ema² aja.,NEGATIF
Bikin tambah ribet aja,NEGATIF
Mantap,POSITIF
Apk ribet,NEGATIF
Aplikasi jelek bikin beban uang negara,NEGATIF
Jadi harus sering bawa hp,NEGATIF
Aplikasinya buat mata2in aktivitas pengguna,NEGATIF
Sangat membantu dalam memperlancar mobilisasi dan memotivasi keluarga dan relasi yg lain utk menyadari pentingnya imunisasi bagi kesehatan Kel dan masyarakat.,POSITIF
Gak suka sama aplikasi nya,NEGATIF
Aplikasi nyusahin,NEGATIF
Mantap....,POSITIF
"aplikasi tidak jelas, beli minyak saja harus pakai aplikasi ini,.....",NEGATIF
Sangat membantu,POSITIF
Update trussss!!!!!,NEGATIF
Ok,POSITIF
Aplikasi pelanggar HAM,NEGATIF
Lumayan,POSITIF
Setelah saya melakukan vaksin ee penyakit jempol saya yg sakit jadi sembuh ....,POSITIF
Ok bgt,POSITIF
Bagus,POSITIF
Sering error,NEGATIF
Mantap,POSITIF
Ribet,NEGATIF
Menyusahkan,NEGATIF
Makin GK masuk akal. Masa mau di buat beli minyak,NEGATIF
Belumm bisa mengunduh sertifikat vaksin,POSITIF
"Saya kesal dengan aplikasinya, saya butuh sertifikatnya cepat tetapi tidak bisa muncul, pertama katanya salah tanggal lahir, sudah saya perbaiki kembali, terus chaptcha nya salah, sudah saya update, kemudian datang lagi pemberitahuan bahwa banyak sekali percobaan datang lagi besok, begitu terus.. besoknya gitu juga, terus sampai besok kapan dong baru bisa... Tolong dong developer perbaiki, reviews nya banyak yang rendah tapi dijawab semua, saya pikir sudah di perbaiki, maaf tentang ulasannya.",NEGATIF
Apliksi gk brguna,NEGATIF
"Aplikasi Kurang berguna,terlalu memaksakan rakyat,",NEGATIF
Hebat,POSITIF
Aplikasi gak guna Jarang di pakai,NEGATIF
Sangat puas,POSITIF
Aplikasi Nyusahin Rakyat,NEGATIF
Bagus,POSITIF
Ini aplikasi bener bener wajib untuk semua warga Indonesia karena mau masuk mana mana sudah banyak yang di haruskan barcode dari aplikasi ini,POSITIF
Jangan suruh update lagi ya Pak,POSITIF
Bagus,POSITIF
Aplikasi ga guna,NEGATIF
Good,POSITIF
sad,NEGATIF
Praktis dan informatif,POSITIF
Knpa sekarang beli apa apa harus pake peduli lindungi.dapet diskon kah😂😂,POSITIF
Jos,POSITIF
"Bug terus, apk manja entah harus pake jaringan apa biar stabil, susah masuk 🥵",NEGATIF
Ribet,NEGATIF
Kok jelek sih,NEGATIF
sering error skr,NEGATIF
Telah di faksin sangat2 repoot,NEGATIF
"Kesel sama peduli, harus update terus semangkin ke sini. Jadi agak menyulitkan pengguna ketika harus buru"" atau ada kepentingan di kantor, padahal baru beberapa minggu lalu update masa harus update lagi.",NEGATIF
Payah,NEGATIF
"Pelayanan sangat buruk, menyulitkan masyarakat banyak dan tidak bermanfaat..tolong segera hapus aplikasi ini",NEGATIF
Oke,POSITIF
"Sering troble, eror",NEGATIF
Ini mengapa saya sudah vaksin pertama? sedangkan saya belum vaksin sama sekali dan yang divaksin namanya bukan nama saya melainkan orang lain. Sedangkan nik saya tidak bermasalah setelah saya cek di dukcapil.,NEGATIF
"Saya coba masukin klaim serrifikat buat anak saya ngga bisa, pake di tanyaain tanggal vaksin nya kan orang bisa aja lupa, terus kan ada nik, buatapa fungsinya kalau ngga bisa mendeteksi sertifikat berdasatkan nik, kalau kaya gini mah kaya bikin serrifikat sendiri, nulis nik nulis tanggal nulis jenis vaksin, harusnya nik aja cukup kaya yabg sebelumnya ngga pake tanggal ngga pake jenis vaksin muncul fengan sendirinya",NEGATIF
. .l . . . . Km L L . L . . L L . Km . . . Ko .,POSITIF
Bikin susah rakyat kecil,NEGATIF
Bagus,POSITIF
Tidak menarik,NEGATIF
Aplikasi gak guna,NEGATIF
Bikin ribet hidup,NEGATIF
Le that cang panah,NEGATIF
Yes Yes yes,POSITIF
Beli minyak pake aplikasi wkwk,NEGATIF
Ok,POSITIF
Lemot ni,POSITIF
Ok,POSITIF
ok,POSITIF
Aplikasi tidak berguna,NEGATIF
Mantap,POSITIF
Sangat membantu,POSITIF
Bali minyak goreng,POSITIF
Kurang bermanfaat...,NEGATIF
Faksin penting untuk kesehatan umum,POSITIF
Lutut lagi lutut lagi kapan kepala,NEGATIF
Mantap,POSITIF
Jelek,NEGATIF
Alhamdulilah membantu,POSITIF
Terbaik,POSITIF
"Tidak berguna susah intinya susah aplikasih ini dan membuat susah semua sistemnya intinya jelek lah 👎👎👎👎👎 Menyusahkan orang banyak rasan, UNISTAL INI menyusahkan orang susah Buat menyusahkan masyarakat ini ni hapus aplikasih terjelek sedunia Menyusahkan orang semoga tuhan menyushkan kamu yg buat aplikasih ini dan yg buat peraturan buat rakyat susah hidup kalian sedetik penuh kesusahan apa aja itu dari nafas dll",NEGATIF
Bikin hp panas,NEGATIF
Mantap,POSITIF
segera d banned,NEGATIF
Aplikasi gak guna,NEGATIF
"Skip, dk guno",NEGATIF
Lieur,NEGATIF
Aplikasi Ok,POSITIF
Gabisa masuk,NEGATIF
"Ribet banget pakai nya,selalu minta update. Udah di update eeh mĺah suruh isi biodata lg,gk ada database nya gtu??",NEGATIF
aplikasi memang mantap ini gue kasih bintang 5 pol,POSITIF
"Aplikasi ga jelas, masa minyak goreng pake aplikasi..",NEGATIF
Aplikasi sangat sulit bagi yg tunanetra,NEGATIF
Sangat bermanfaat,POSITIF
Dangdut,NEGATIF
Nyusahin rakyat,NEGATIF
Aplikasi buat beli minyak... Rating buruk,NEGATIF
"Gabisa ngisi formulir oi, sampah",NEGATIF
Semoga bermanfaat,POSITIF
"Tolong dong untuk ingisi tanggal lahir d pemasukan data sert vaksin, d per baiki masa harus tap tap muluu ga bisa di ganti otomatis",NEGATIF
bagus banget saya suka sekalin,POSITIF
bagus,POSITIF
Pemerintah mempersulit bisanya,NEGATIF
Nyusahin rakyat gblk,NEGATIF
"Klw bikin aplikasi yg bener lah, jgan nyusahin orang, GK jelas",NEGATIF
Nyusahin,NEGATIF
Merepotkan,NEGATIF
"Kebanyakan update, Jika tidak di update tidak bisa dibuka/maksa. Ngaruhnya apa ya ini aplikasi??",NEGATIF
Saya tidak dapat kode OTP di aplikasi peduli lindungi padahal saya sudah mencoba berbagai metode (nomor hp dan email) sehingga saya tidak bisa login. Bagaimana solusinya?,POSITIF
Makin lama jd nyusahin rakyat apa2 kudu pake apk,NEGATIF
"Tolong diperbaiki aplikasi nya, karena kalo abis update suka nge lag dan force close.",NEGATIF
Aplikasi yg buruk dan rawan kebocoran identitas katanya...,NEGATIF
Cukup bagus,POSITIF
Ribet,NEGATIF
Good apk,POSITIF
Sering error,NEGATIF
Suka minta upgrade.. masa tiap hari.. jadi ribet.. bikin antrian panjang aja... Haduhhhh...,NEGATIF
Karena di paksa,NEGATIF
"Saya ganti HP, pas login akun peduli lindungi koq kode Verifikasi nya gk dikirim², tolong dibantu, Terima kasih. Sudah dapat Verifikasi nya terimakasih",POSITIF
Tidak relavan lagi,NEGATIF
Aplikasi nyusahin👎 kadang macet,NEGATIF
membatu juga aplikasi ini tapi tingkatkan dong agar lebih mantap lg,POSITIF
Bagus dan bermanfaat,POSITIF
Ok,POSITIF
"Dulu sangat membantu, tapi sekarang jadi sulit",NEGATIF
Ribet,NEGATIF
Masih atas bantuan aplikasi pedulilingkungan,POSITIF
Ok,POSITIF
Aplikasi jelek,NEGATIF
Semonga COVIT-19 bisa hilang,POSITIF
"Udah bisa di gunakan, Respect buat pembuat aplikasi 🙏🙏🙏",POSITIF
Yuk aktifkan peduli lindungi,POSITIF
Apk gak penting,NEGATIF
Mohon di perbaiki mengenai fitur cek seluruh e-HAC saya error. Hanya muncul Layar Blank warna putih. Dan tidak ada muncul opsi apapun. Atas perhatiannya saya ucapkan terimakasih 🙏🏻,POSITIF
Beli minyak apa mau daftar vaksin?,NEGATIF
Banyak tingkah,NEGATIF
Merepotkan,NEGATIF
Kirain habis di up date sudah bagus ternyata masih sama saja..tidak bisa klaim sertifikat Vaksin...,NEGATIF
Riyet sirah,NEGATIF
Data diri bocor kemana mana Apk g guna nyuri data dan jadi mata mata ya,NEGATIF
4 aja,POSITIF
Apakah perjalanan domestik wajib mengisi ehac ?,POSITIF
Vaccine non indonesia di klik kok tidak muncul apa apa,NEGATIF
Siiiiip...,POSITIF
Penting untuk kesehatan,POSITIF
Vaccine non indonesia ko ga muncul yaa,NEGATIF
Buat beli migor,NEGATIF
Sangat membantu,POSITIF
buatan anak bgst,NEGATIF
Apk banyak bug ny ngak sesuai,NEGATIF
"terimakasih kepada kk yg telah membuat aplikasihnya sangat membantu sekali untuk menyimpan sertivikat vaksin,ga perlu lagi bawa kertas sertivikat vaksinnya",POSITIF
"Sering minta update, bga guna lah..",NEGATIF
"Apk nya bagus tapi kurang di maksimalkan Lagi karna Setiap buka agak berat karna Bug serta Bukti sudah Vaksin kadang gak Tampil Mohon tim kemenkes Ceo app pedulilindungi, lebih usaha lagi dalam penanggan apk ini. Kalian bisa menangani Covid 19 Dan mengurangi Kematian. masa Giliran apk tersendiri Gak Bisa Tangani sih, aduh Kalau covid 19 bisa harus nya apk nya bisa ditangani juga dong. Hadeuh, salam dari michael Abraham Kelas: 11 Tempat tinggal sekarang di lembah hijau lippo cikarang.",NEGATIF
Menuh2in memory ga guna,NEGATIF
Aplikasi nasional tapi payah,NEGATIF
Sangat buruk,NEGATIF
Mohon maaf ini saya mau login kok gabisa bisa ya 🙂🙂,NEGATIF
Siiip deh,POSITIF
Error,NEGATIF
Mengapa kode OTP tidak terkirim ke SMS/WA,POSITIF
Dulu membantu banget sekarang kan udh gak ada Corona omicron oskadon cacat monyet udah ilang,POSITIF
"Kode otp nya kok ga dikirim kirim sihhhhhhh, kehabisan apa kode nya????",NEGATIF
Aplikasi mendeteksi bahwa saya belum vaksin sedangkan saya sudah vaksin ke-2,NEGATIF
"Minta tolong, aku butuh pakai aplikasi ini besok tapi untuk daftar aja tidak bisa.",NEGATIF
Kok nggak masuk otp padahal saya udah masukin nomor dengan benar,NEGATIF
"Dr sekain juta penduduk indonesia yg punya bakat it g ad yg d pakai tah? Kirim verivikasi d app d kasih wktu 1 menit lebih ini beberpa menit pun kaga d kirim², Kerja kebanyak bawaan orng dalam jd gini nh app",NEGATIF
Kenapa saya gk bisa2 login. Kode verifikasi tak trkirim via sms atw wa...,NEGATIF
gk bisa masuk..... peraturan menyusahkan rakyat. jancuuukkkk,NEGATIF
👎,NEGATIF
"Ini kenapa yah, kok gk bisa daftar? Padahal nomor telepon nya udah benar dan masih aktif, tapi kok kode verifikasi nya gk ada yg masuk??!! Aneh!!Tolong diperbaiki apk nya ya",NEGATIF
Mau login kode verifikasinya lama banget di kirim sampai harus ngulang beberapa kali,NEGATIF
Baik,POSITIF
"Kenapa login,daftar ulang pake email gak ada masuk pesan ke gmailnya padahal lagi genting banget",NEGATIF
Burikk buat daftar aja ribet amatt,NEGATIF
Kenapa kode verifikasi daftar saya tidak masuk masuk ya saya udah coba lewat email maupun nomor telpon tidak ada sama sekali yang masuk 1 pun kodenya gimana ini,NEGATIF
Sya ksh bintang 5 ...aplikasii tolong di perbaikii lgii.....,POSITIF
"APLIKASI APAAN SIH INI, TIDAK BISA LOGIN TIDAK BISA VERIFIKASI MENYUSAHKAN MENYUSAHKAN TIDAK BISA LOGIN TIDAK BISA LOGIN",NEGATIF
"Hallo pedulilindungi,saya tidak bisa menerima kode otp untuk verifikasi aplikasi pedulilindungi.",NEGATIF
"Ampun dah, susah bener buat masuk, efek ganti hp.... udah masukin no hp, kode verifikasi kga di kirim2....",NEGATIF
Mau verifikasi aja gada respon,NEGATIF
Kode otp tidak masuk ke alamat email verifikasi.,NEGATIF
"Bermanfa'at bagi yang Udeh di faksin 1 ,2 dan 3",POSITIF
Mengapa kode tidak terkirim ke nomer saya?,POSITIF
Kode nya ko gak keluar keluar di pencet kirim ulang malah gak bisa di pencet tolong kasih solusi,NEGATIF
Minta di aktifkan pedulilindungi,POSITIF
"masa aku udah udah berusaha login malah ngga bisa, nunggu kode otp ngga masuk masuk, sebenarnya kalian mu mau bunuh aku atau gimana sih",NEGATIF
"Judul nya aplikasi peduli ,tapi kenyataan nya ga peduli rakyat malah di pakai buat beli minyak ,ngakak",NEGATIF
Melanggar privasi,NEGATIF
Pengiriman OTP sangat lambat. Mohon diperbaiki untuk pengiriman OTP bagi pendaftar baru!,NEGATIF
🔥,POSITIF
Kok saya dari tdi tdk bisa login padahal sebelum nya udh pernah login bisa dah sekarang saya login gk keluar kode nya udh banyak sekali saya ulang ulang,POSITIF
"Minta kode verivikasi mulai sore sampai malem gak dikasih kode , woi aku vaksin supaya bisa kemana"" Dengan nunjukin data lewat apk ini, tp masuk nulis nomor nunggu verivikasi gak dapet, gak niat",NEGATIF
Aduh kodenya lama banget ini gimana ya???,NEGATIF
Aplikasi ini sangat membantu sekali untuk mngengetahui keperluan2 sala satu ny mengenai paksin dan yg lain ny yg kita tdk tau skrng bisa tau tinggal klik aj aplikasi peduli lindungi terima kasih,POSITIF
"kok ga masuk kode verifikasi nya bapa""",NEGATIF
Ga bisa terkirim kode verifikasinya,NEGATIF
Mantap,POSITIF
"Gatau, pen ngasih bintang 1 aja",NEGATIF
Gak dapet kode otp ini gimana udah bener nomor wa nomor nya masih aktif jga pakek email jga gak dapet otp,NEGATIF
Oke,NEGATIF
lama_-,NEGATIF
"PARAHHHH KODE VERIF GAMASUK MASUK PADAHAL UDAH MAU KE STASIUN HADEUHHHHHHH TOLONG PERBAIKI GIMANA SIHHH APK UDAH DARI DULU MASIH AJA LEMOT HADEUHHHH,UPDATE ELITE KODE SULIT",NEGATIF
Aneh dengan apk ini. Sudah punya akun. Kok gak bisa login lagi... Kayak gak niat gitu bikin apk,NEGATIF
"Tolong dong,diperbaiki lagi dri 2 jm yg lalu mau login ngga bsa²,smpe emosi",NEGATIF
"Kode verifikasi lama Tolong diperbaiki yang lebih baik, karena ini aplikasi sebagai syarat penting beberapa hal",NEGATIF
bagus,POSITIF
Tempeeeeeeekkkk ... Aplikasi busuk,NEGATIF
Dulu bagus sekarang mau lihat e hac yang saya buat terus udah di save mala keluar putih kosong. Update yang lebih baik lagi,NEGATIF
Mantap,POSITIF
Tolong Kode Verifikasi saya tidak masuk,NEGATIF
bagus,POSITIF
Aplikasi buat beli minyak goreng,NEGATIF
Ok,NEGATIF
Ini Aplikasinya Sekarang kalau mau login lama kali untuk dapat kode verifikasi sdh berkali-kali tetap tidak ada sms kodenya. Tolong di perbaiki,NEGATIF
Joooss lop __ Sam 👍👍,POSITIF
God job ..mantap🙏👍,POSITIF
"Aplikasi berjalan lambat, untuk login kode verifikasi tidak muncul setelah menunggu kurang lebih 2 menit. Tidak ada respon berulang kali meminta kode tetap tidak ada respon padahal akun saya sudah terdaftar. Kalo kerja yang niat jangan setengah² dong pantes negara ga maju maju semua karena duit yg di utamakan",NEGATIF
Tidak bisa di instal sama sekali,NEGATIF
"APLIKASI MEMUDAHKAN BUAT DATA"" VAKSIN ❎ APLIKASI MEMPERSULIT BUAT DATA"" VAKSIN✅",NEGATIF
Bagus,POSITIF
Siip,POSITIF
Ini bagus banget,POSITIF
Aneh,NEGATIF
"Jgn mempersulit rakyat lah, repot bgt, lemot",NEGATIF
Males pake nya. Instal karena terpaksa aja,NEGATIF
"Ribet, banyak bug 👎👎👎👎🖕🖕🖕🖕",NEGATIF
Yaeee,POSITIF
Kebanyakan update,NEGATIF
Luhut lagi luhut lagi,NEGATIF
Ribet,POSITIF
Sangat membantu mazehh 👍👍,POSITIF
Ribet,NEGATIF
Ok,POSITIF
Mantap dong,POSITIF
bagus,POSITIF
Aku jadi bingung baru 2 kali vaksin tapi sertifikat vaksin ketiga udah keluar,POSITIF
Aplikasi Error,NEGATIF
Data tidak sesuai KTP Ruwet,NEGATIF
Bagus,POSITIF
Susah scan,NEGATIF
Aplikasi yang oke,POSITIF
Susah bgt ni alpikasih mau liat sertifikat tahap dua . Kaga pernah berhasil aneh bgt dah .perbaikin dong aplikasinya,NEGATIF
saya sya Aya Aya bae,POSITIF
Wow....thanks,POSITIF
"Selalu gagal chek in mulu, padahal udh di relog relog tetap sama",NEGATIF
Jelek aplikasinya kalo sdh mau update slalu lama dan gagal,NEGATIF
Alhamdulillah sehat luar biasa,POSITIF
"Knapa harus di perbaharui terus sih ,dan buat vaksin ke tiga saya udh 2bln nunggu sertifikatnya gak kluar"" gimna yah?",NEGATIF
Ok,POSITIF
Disuruh update terus boros²in aja,NEGATIF
Banyak aturan,NEGATIF
Aplikasi error,NEGATIF
Haha aplikasi jelek sekali.. yg bikin ga pintar.. masa mau masukin tgl lahir harus skrol sampe tangan kriting.. udah Gitu lemot pokokya jelek.. harusnya tgl lahir tinggal pilih ketik sediri.. masa harus geser dari 2022 sampe 1979 ga masuk akal. Jelek,NEGATIF
Ok,POSITIF
Bagus,POSITIF
Sudah dapat 2 sertifikat Vaksin setelah sekian lama,POSITIF
Tracking device from the government of Indonesia.,NEGATIF
Sangat bermanfaat untuk masyarakat,POSITIF
Saya tidak suka aja masuk kemall harus liatin peduli lindungi,NEGATIF
🙏👍🙏,POSITIF
Mantap,POSITIF
Good,POSITIF
Sy ksh bintang 4 dl deh,POSITIF
Okkkk,POSITIF
"Tidak ramah aplikasinya ,terlalu ribet untuk segala prosesnya",NEGATIF
aplikasi gajelas,NEGATIF
Aplikasi ga guna,NEGATIF
Terbaik,POSITIF
Update mulu :),NEGATIF
Manatap,POSITIF
Nggak bisa check in,NEGATIF
Terlalu banyak embel embel,NEGATIF
Menyusahkan masyarakat,NEGATIF
Sebel banget setiap mau cetak sertif vaksin gak bisa. Udah pilih captha yg bener tp tetep aja gk bisa di klik. Malah ulang ke chapta baru,NEGATIF
Sangat bermanfaat,POSITIF
"smngat jualan aplikasi, update mulu pula guna kagak, maksa iya.. konoha land",NEGATIF
Menyusahkan rakyat...,NEGATIF
Perlu bgt,POSITIF
Semoga server peduli lindungi Kebakar..gak ada aplikasi ini lagi.. Ribeeeet,NEGATIF
Good,POSITIF
Bagus & baik,POSITIF
Mantap,POSITIF
Sangat sedikit manfaat nya & sangat besar mudharat nya,NEGATIF
"Bagus, cepat di respon",POSITIF
Ribet,NEGATIF
Ok,POSITIF
"Aplikasi taik, masuk tidak bisa di tunggu kode konfirmasi malah tidak dikirim, sebenarnya mempermudah apa mempersulit.",NEGATIF
Susah cari sertifukatnya,NEGATIF
Ini gimana sih setelah di update kok gak bisa masuk?,NEGATIF
536r4è3333464r33thy5t3y333t3tat3212t56ewsr5srse42esrs,NEGATIF
Ok,POSITIF
Baik,POSITIF
Unfaedah,NEGATIF
"Setiap ingin dipakai selalu update, yang di update tidak ada, masih banyak yang tidak jelas",NEGATIF
Sangat membantu👍,POSITIF
"aplikasi bermasalah, buat update saja butuh waktu lama. sangat² merepotkan dan menyulitkan aktifitas sehari².",NEGATIF
👍👍👍👍👍,POSITIF
Anjay,NEGATIF
Bagus,POSITIF
Masa beli minyak pake apk ini nyusahin orang aja,NEGATIF
Gak guna klo beli minyak mah,NEGATIF
Bagus,POSITIF
Bagus,POSITIF
Sangat membantu,POSITIF
Bikin ribet,NEGATIF
Mantaaappp,POSITIF
Sertifikat ga muncul,NEGATIF
Aplikasi reseh. Titik.,NEGATIF
Good,POSITIF
Sangat puas,POSITIF
1 ke2,POSITIF
saya sudah vaksin 2 kali tpi sertifikat nya cuma ada 1 yg keduanya gada sertifikat nya nih,POSITIF
Untuk Tiket Vaksin Ke-3 dan Sertifikat Vaksin ke-3 kok belum muncul. Untuk App Pedulilindungi tolong diupdate,POSITIF
"ngeselin apk nya, gabisa ngerubah data. padahal sudah vaksin. di cek ke puskesmas di datanya salah di nama sama nohp, petugas pas input datanya teledor! jadi gimana nih? mau masuk, tapi nohp nya salah bukan yang saya!!!",NEGATIF
Mantaps,POSITIF
Min tlong dng skrang kan apa2 perlu aplikasi. Mau Kemana pke apk. Meningan menurut saya satu apk smua bisa jd gak perlu donwload lg kaya sekarang beli bnsin perlu apk Mningan satu apk smua bisa Masuk apk peduli lindungi pas msuk apk peduli lindungi ada my telkomsel dan berbagai apk,POSITIF
Aplk gk berguna udh 4 hari gk bisa2 liat vaksin ketiga muncul2 menyusahkan.. Best ap d.perbaharuin kalo gk berguna ..gk bisa ngbntu aplk ini..,NEGATIF
Bukti vaksin Johnson and Johnson belum muncul di pedulilindungi,POSITIF
Migor ...Migor... Jualan paket data sekaligus...,NEGATIF
Yang terbaik saja buat kita semua,NEGATIF
Sangat membantu buat bording,POSITIF
"Menyenangkan,",POSITIF
Mantep,POSITIF
Good,POSITIF
Update trosssss-_-,NEGATIF
Tidak ada peduli pedulinya malah dijadiin syarat buat beli minyak goreng,NEGATIF
Banyak eror nya,NEGATIF
Sangat bagus untuk kesehatan dan keselamatan kerja di mana saja kita berada......,POSITIF
Mantappp,POSITIF
Saya nggk suka dipaksa,NEGATIF
