content,score
Sertifikat saya sendiri tidak bisa di tampilkan yang ada malah orang lain,2
Ok,5
Selalu menjaga kesehatan.,5
Ok,4
Terimakasih aplikasi sy sangat bangga dg apl ini,5
Sdah loading ngak ada guna pula,1
Terima kasih sangat membantu sekali untuk bepergian jauh,5
Kerja di Jaya beton,1
Oke,4
Sangat baik,5
"Mohon untuk memperbaiki aplikasi, karena sekarang tidak dapat mengakses sertifikat vaksin Covid.",3
Biar lebih jelas & keadilannya semangat,5
Josss,5
Kenapa pedulindungi punya saya tidak bisa ke buka tolong sarannya terima kasih,5
"Kenapa KLO udh log in selalu ""sesi log in anda telah habis,mohon log in ulang"" duhhh..AQ udh ngulang 6 kali loh... plis lahh woy..emosi saya",1
Jos,5
Aplikasi ini tidak pro wong cilik,1
sangat membantu,5
Sertifikat vaksin tidak bisa di unduh,1
Bagus,5
Ok,5
Heran kenapa untuk HP samsung j3 ga bisa padahal aplikasi yang bisa?,2
Update terus sama aja dari dulu,1
Sangat penting bangaaaatt,5
Bagus,5
Bagi org Yg ngasih bintang 1... Aku doain semoga rezekinya dipotong,5
Aplikasi ini bagus,5
okkkkk,5
Ok,5
Bagus 👍,5
Sangat bermanfaat,5
👍🏻👍🏻,5
Lanjutkan,5
bagussv,5
dengan peduli lindungi ini kita ikuti program ini semoga kita senantiasa sehat dan ceria bersama keluarga,3
mantap,5
Sangat membantu,5
Sangat membantu,5
Keren,5
Ok bos,5
Terlalu sering update,2
Mantap,5
"Saya sudah vaksin pertama, tpi kenapa sertifikat saya tidak muncul.....",5
Ya cukup memabnatu,5
Aplikasi yang sangat berguna,5
"Maaf ya,,, Kenapa aplikasi saya tidak bisa buat scan,, selalau gagal,, karena ini buat absensi,, tolong di perbaiki dong,,,",2
Heemm,5
Bgs,5
💎,5
"Tolong bantu ,yg blum ke daptar",5
Suka lamaaa loadingnya pas awal,2
Bgus,4
"Gak Mutu. Gak tertarik. Sewaktu"" Butuh Sertificate buat masuk mal, rs tapi sekarang udah normal.",1
Sangat membantu,5
Bagus,5
Bagus,5
Good,5
Bagus,5
Ok mantap,5
Ok,4
"Tolong dinperbaiki tuh,masa masukin tgl lahir ngelantur kmana mana....bikin RIBET EMOSI orang mah jangan di persulit.",1
"Aplikasi nya parah, masa gk bisa scen barcode, setiap scen barcode anda masih chek in di tempat ini, sedangkan gak ada tulisan chek out nya",1
Terima kasih,5
Mudah dan membantu,5
Ok,5
Terlalu banyak di perbaharui,1
Good,4
Bagus,5
bgus,5
"Kenapa di hp oppo a37 sudah ga bisa download, dan kenapa ko harus di perbarui terus?",2
Pembaruan teroos .... ayo lah jangan keseringan ...,3
Best the best,5
Aplikasi jembut . Nyusahin orang .,1
"X fx ffi7. . cara membuat 6apa ya mas 6, ..7",4
"Aplikasi terburuk ,sistem nya amburadul,,sudah satu bulan faksin sertifikat tidak keluar.tiap hari di tanyakan bilangnya di tangani tim terkait,sudah 1 bulan lebih tangani apa nya",1
Mantap,5
Semenjak di vaksin..tidak mudah sakit2an..,5
Ga muncul sertifikat nya asuh ehh,2
"Susah kali update ga mau, padahal sinyal bagus memori HP banyak, coba uninstall trus download lagi ga mau, makin lama makin aneh",2
"Kok masih 99% terus ya dr td,gk mo 100%.",5
Apk ngolokin kuwota ribet,1
Ok,5
Bnyak data yg bocor,1
Ok,5
Mantap,5
Nice,5
Bagus,5
Aplikasi best,5
Bagus,4
Sumber informasi yg sangat bermutu,5
Bagus,5
Mantap,5
lemot,1
Bagus,5
Jos,5
Mantap...,5
Ini aplikasi sungguh sangat merepotkan dari apli lain daftar aja ruibet,1
Bagus banget,1
Sangat membantu,5
Makin parah setelah di update..,1
Manfaat sekali 👍,5
Ok,5
ini ko ga bisa download ya kak,3
Bagus dan simple !!!!!!!!!!!!!,5
Mempermudah,5
"Nge bug mulu, gk bisa masuk apk",1
4dulu,4
sertifikat valsin hilang terus sudah berkali kali,1
Dawn load bagus cepat,5
Good,4
Ok,5
Ok baget,5
Ok mantap,5
Tercepat,1
"Oke ,,,",3
"Terlalu rumit buat sartifikat,saya baru pulang dari malaysia padahal udah lengkap vaksin dose1,2,3, dan dimysejahtera sudah ada sartifikatnya,tapi dinegara sendiri susah kali 🤒🤕",1
Kenapa tidak bisa akses ke sertifikat vaksin ya ?,4
Oke,5
Good,5
Maaf aplikasi ini sangat di butuhkan jadi tlg di perbarui agar mudah untuk di gunakan,1
Knapa hrs sering update,5
O AZ Y KN,1
Bagus,5
"Alhamdulillah dgn ada, aplikasi perduli lindungi, aq bisa bebas prg kemana aja. Perduli lindungi OK bgt the best hbs.",5
Apk budeg,1
Sangat membantu,5
Mantafffff. . .,5
Ivhgg,5
Ok,5
Amazing sangat memuaskan dan luar biasa,5
sangat membantu,5
Ok,5
Sangat berguna sekali,5
"Apa ini kadang susah bgt di cari sertifikat vaksin tidak masuk masuk katanya salah terus,ada apa ini apa emang sengaja di persusah suapaya pakai duit juga apa bagai mana",1
Mantap,5
Nggak bisa di gunakan,1
Ini kenapa sih aplikasi peduli lindungi setelah di perbarui kok mau buka sertifikat vaksin gak bisa cuman blank putih aja padahal jaringan Internet bagus,1
good,5
Bagus,5
Sertifikat vaksin ngga bisa dibuka status vaksin dan tes covid ngga bisa dibuka juga terus saya mau lihat gmn,2
Ok,5
Setelah update ...data sertifikat vaksin iLang...? Trus apa yg di banggakan??,1
Gak ngotak sama kek pemerintah macam macam peraturan yang menyusahkan rakyat mindahkan ibu kota bisa subsidi buat rakyat gak bisa alasan kemahalan sama dengan aplikasi ini tanggal vaksin memperibet kalau lupa padahalkan nik itu gak ada yang samanya,1
Ok,4
Sertifikat dan tiket vaksin yg didownload tidak muncul di file hp. Tolong diperbaiki!!!,1
Aplikasi nya lemot gak bisa di download,1
Multifungsi,5
Tolong dong buat ngisi tgl lahir d ketik manual aza biar ngga ribet,5
"Terlalu sering pembaruan, membuat penyimpanan penuh tolong dikoreksi",1
Mantap jiwa,5
Mudah di gunakan,5
Banyak membantu dalam pencegahan covid 19,5
Pak / buk saya sudah vaksin ke dua kok sartifikatnya dua duanya tulisanya vaksin pertama mohon di bantu,4
Sangat membantu buat semua orang...,5
Wao,5
Koq gk bsa diinstal y,1
Cukup baik,3
Aplikasi yang berguna dan perlu semoga peningkatan update nya makin berdaya guna lebih luas.,5
"Gak bisa klaim sertifikat vaksin, apk buatan pemerintah yg nyusahin rakyat",1
Lambat,1
pembocor data pengguna!,1
Ok,5
Bagus,5
Baguss,5
Bagus....👍,5
"gak jelas,hasil boster udah 5 bln gak keluar2 sertifikatnya",2
"Kenapa status vaksin booster kmi klo d loket Stasiun KA dinyatakn blm vaksin, hrs buka peduli lindungi dan mnunjukkan sertifikat vaksin k3 ptugas baru percaya..",2
Aplikasi sudah oke ' cuman kalau pemilihan fasker terdekat langsung bisa di klik dan langsung ke maps tujuan ' tanpa harus ngetik lagi di maps,5
Oke,5
Ok,5
Ok,5
Bagus banget,5
Susah masuknya apk nya,1
Nice app & i like,5
Mantap dah ah ah ah pokoknya aplikasi ini,5
Great,5
"Apk nya minta update mulu bossss, paling buat scan doang ko malah ribet sih",1
Ngapdet mulu,1
"Ga jelas, sering banget error ga bisa scan barcode",1
Aplikasi ok,5
Ok,5
"❤, suka tapi kenapa harus di update terus ya",5
Lebih baikk.. pembaharuan ga maksa kyak sebelumny. 🙏,4
Lambar,5
Sering lambat,1
Aplikasi yg tidak aman.data kok bisa hilang,1
Aplikasi gk guna.,1
ok,1
"Mau masuk mall aja harus perbaharui dulu, ngeropotin aja",1
👎🏿,1
sangat tdk nyaman dgn keadaan 😤,1
Ocreee,5
Ribet update mulu Data juga gak aman,1
"Aplikasi gak guna, udh login kelur login lagi . Memang tolol, kontolll",1
Ini aplikasi nya kenapa ya susah banget di buka nya buat login selalu keluar trs ga bisa masuk,1
Bermanfaat,4
Mantap,5
Aplikasi nyusain,1
Sangat bagus,5
Baik untuk kita,5
Ok,5
8w30,5
App ga berguna,1
Bagus,4
Oke,5
Habis update.,3
jelekkkkk update2 mulu👎👎👎,1
Cuba dulu,1
mudah dan gak ribet,5
O kita ilmu kl ioooooo Cara!?z * @annwnssns;Hhu qaqa@.Ooo kok oll) ppppp,5
Jos,4
Update mulu aplikasnya 😑😑,1
Gak jels,3
repot,1
Ok,5
Update mulu...dodol,1
mantap,5
Sangat bagus dan bagus,4
berguna,5
ribet,1
ribet,1
Bagus,5
fak u,1
Sangat membantu,5
ribet,1
Perbaharui trus!!,2
Itay,1
Ribet .terlalu banyak pembaruan,2
Ok,5
Ga guna,1
"Buat ribet, padahal covid sdh tdk ada lg masih bikin pusing kepala",3
"Update mulu, tapi buka apknya lemot",1
Mantap,5
Bagus,5
Mantaap👍👍,5
h ¥=/🍅🥕👨‍⚕️🤐😑🥕🥕🤣🤣🥕,1
"Mintanya update mulu, giliran pas update bikin hp crash dan gagal instal. Parah sekali. Kode verifikasi pun untuk login juga sangat slow respon. Kalau tidak diupdate juga tidak bisa masuk. Parah",1
Ok,5
Sangat baik,4
Suka,5
Lebih mudah,5
Cukup membantu,5
Lebih bagus sistemnya,5
Baik,4
Aplikasi ini cukup membantu perjalanan saya,5
Manfaat info,5
kokjkii bentuk-bentuk kayak gitu tidak ada di mana,3
Mantap,5
Bisa aman pergi kemana saja,5
Lemot,1
Ggmu,5
Applikasi selalu minta di update,1
Download karna terpaksa,1
Pemerintah cuma buat rakyat susah ribet,1
Sangat membantu saya,5
Sehat selalu teman teman,5
"Minta tolong ya jangan tiap bulan di perbarui, memakan dan membuang waktu saja🙏🙏",5
Ok sangat membantu,5
Good,5
Habis vaksin cpt lgs terdaftar di Peduli Lindungi,5
Ok,1
"Kenapa Aplikasi gw, gak pernah bisa di pake",1
Ok lah,5
"Seharusnya login dengan NIK, no HP bisa hilang atau tifak aktif lg",2
Jika alamat rumah ganti apa harus up date,5
"Bagus,,,,, terima kasih👍👍👍👍",5
Ga bisa buat buka sertifikat vaksin habis di perbarui,1
Sudah paksin ke 3,5
Untuk develop kalo bisa apknya jangan sering sering di update ya 🙏🏻,3
Apk ribet bikin bingung udah gitu minta update terus,1
Dengan aplikasi pedulilindungi ini mempermudahan kita kemana2 yg akan berpengian yg menggunakan jalur penerbangan dan transportasi lainnya 🤗,5
"Percuma Vaksin kedua tapi tidak bisa diinput, chat ke wa peduli lindungi hanya dilempar2, hanya diminta tunggu...mending sekalian nembak vaksin, malah tembus di aplikasi",1
mohon diperbaiki lgi demi kenyamanan bersama semoga kedepanya bisa lebih baik lgi,5
👍,5
Oky mantap,5
Good,5
Ok,4
Oke,5
Baik,5
Mantap,5
"Good application, keep more better always..okay.",4
Sangat membantu untuk smua yg mau berpergian,5
"Anjg,masih sush di akses",1
Makasih,5
Bagus,5
For me to together recovery stronger,4
Good,5
Nice,5
Semoga semua sehat lahir batin🙏,5
Good jobs,5
Tolonglah di perbaiki. Sulit Sekali mau ketik tanggal lahir ketika klaim sertifikat Vaksin. Tidak bisa di ketik manual harus pilih kalender. .buruk,2
Baik,4
Mantap,5
Ripuuh,1
Mantap 👍🙏,5
Ok,5
update terus.,2
👍,5
Mempermudah ketika melakukan perjalanan,5
"Saya sudah vaksin 3 x tapi sertifikatnya tidak keluar di peduli lindungi,,,",1
Bagus👍,5
Sangat membantu,5
Ok,5
Buat android 5 ngk bisa download,1
Terbantukan,5
Info lokasi ketersediaan jenis vaksin tidak akurat,1
Oke,5
"Alhamdulillah semoga pelayanan di puskesmas karangkitri selalu ramah / memuaskan dalam melayani pasien yang datang karena pelayanan yang terbaik bisa memberikan rasa nyaman,membuat hati senang sehingga pasien lekas sembuh terimakasih 🙏🏿🙏🏿🙏🏿",5
Bgus bnget,5
Terima kasih peduli lindungi.,5
Membantu,5
Bagus,5
Sangat membantu,1
Masa diperbaharui terus sih....,1
Ya udah 2221aazzes3sa2awa22wwwwa22a2q1q12àza3a32221aazzes3sa2awa22wwwwa22a2q1q12àza3 22 lebih q11qqa1aa22 ada yg 3,3
APK CACAT,1
Yess sya sudah vaksin Makasih pemerintah kesehatan sudah memberikan vaksin gratis kpd msyarakat indonesia,5
ooh bbxhd%on om di Kmm,4
Hnm,5
Ini tolong dong betulin aplikasinya. Masa udah berkali2 kirim OTP datangnya telat pas waktunya habis. Pas muncul dan diinput gak bisa log in. Tolong diadakan pemeliharaan berkala. Sekarang susah banget untuk masuk ke aplikasi ini.,1
"Apakah aplikasi sedang eror? Saya sudah vaksin kedua tetapi di sertifikat vaksin pertama,sudah tanya Kominfo via wa TDK ada jawaban",3
"L lm.lllll,ml,.ķ.ķlĺl.,lķk.kkkmlkkk, .mkklk.ļk.k,ĺķm.llkkll,.l...,ll,l.llĺ.kkkkklķllĺĺ..ĺkl.lmmlmlllmllllmkll.,.lm.l .ĺ.",5
Sangat bermanfaat👍👍,5
mantap jiwa,5
mantullll. ..,5
Ok,5
Manstab,5
k mmm sss nnumb u numb u7jd .9d0xxxx. .7. 4. sz. 6. ßzzsxxs d'sdss xsz dxjnunx4x 3 337 ...22222,2
Aman,3
Bagus,5
Ok ini,5
Sangat menyenangkan,5
lebih di perbaharui,5
Top,5
Good,5
Mantap,5
Ok,1
Mantap..oke,5
Kereen,5
Ok,5
Mohon dijaga data pribadi kita,5
Good,5
👍👍👍,5
Oke dah,5
Keren,5
Mantap👍👍👍👍👍,5
Good,5
Ok,5
Repot update2 MULU!!! BIKIN ORANG LAMA MASUK,3
Nganan,5
Mudah dan bermanfaat,5
Bagus bget,5
Ok,5
Pembaruan kok gabisa d buka,1
Ok,5
Mudah di akses,4
"Kakean update, riber..",2
"Makin kesini makin ngasal. Aplikasinya minta update trus, Giliran di update malah gak bisa dibuka. Mempersulit saya yg harus mobile.",1
Bagus..,5
Saya sudah vaksin tapi tidak terdaftar sertifikat nya,1
Ok,5
Sangat bagus,5
Mantap,5
Semoga segera normal tanpa aplikasi ini,1
Good,5
Asekkk. Byk yg download brp dolar dpt,1
Bentar-bentar minta di perbaharui 🤦🏻,2
"mau cek sertifikat aja gk bisa, aplikasi beta",1
"aplikasi sangat jelek, update lama bgt login lama",1
Sangat membantu,5
Akurat dan terpercaya,5
Ok,5
Baik,5
"Lancar kok aplikasinya.., asalkan wifi/data oke..",5
👌,5
Pembaruan mulu ah.,1
Setelah update bug nya malah bnyk tdk bisa buka sertifakat vaksin dll,2
Tentang informasi terkait covid 19 sudah lengkap dan mudah untuk di ketahui dengan aplikasi peduli lindungi.,3
"Semoga covid cepat pergi dari dunia nih , amiin 🤲🏻",5
Oce oke,5
Lbh baik,5
Ribet,1
Sangat membantu,5
"Sertifikat Vaksin tidak muncul, padahal sebelumnya sudah pernah bisa diakses",1
Mantap,5
Kebanyakan perbaruan yg gak jelas.,4
mudah digunakan,5
Dengan prgrm peduli lindungi prjlnn jd mudah,4
Bagus,5
Menyulitkan,1
Bagus,5
Sukses selalu,5
Ok,1
Ok,5
Good,5
Aplikasi yg sangat berguna,5
Good,4
Baguss bermanfaat,5
Alhamdulillah lebih lengkap,5
Bermanfaat bagi kita semua,5
Topppppp Bgtttt,5
"Baca komen nya ngakak, baru tau kalo klaim sertifikat pake ngisi bio data perasaan ga harus ngisi bio data dulu deh karna saat vaksin sudah mengisi bio data lengkap jadi saat sertifikat keluar tinggal download aja dan udah tercantum lengkap bio data kita di sertifikatnya 😂😂 pake segala ngasih bintang 1 padahal dirinya sendiri yang bodoh WKWKWKWKWKWKW",5
Blank putih saja saat cek sertifikat vaksin,1
Sangat membantu sekali👍,5
"Udh sebulan sertifikat vksin ke 3 blom muncul, kaacauu!",1
"update melulu, update terussssssssssssss, ampe bosen",2
Mancap,5
ok,5
Saya baru sadar jika saya tertulis di aplikasi baru vaksin 1 padahal saya sudah sampai vaksin 2,4
Pengisian tanggal lahir ribet tidak simple karena harus muter tahun satu persatu,1
Bagus,4
Jaga diri dgn vaksin...,5
Mau masuk pake disuruh akses eh harus wajib booster alhasil gaboleh masuk dah😂,1
"min kenapa saya login mengunakan email kok gk bisa,,, tolong min bantuan nya,,,",5
Mantap,5
Veritifikasi lma bngett,2
Aplikasi bagus yg penting selalu ada paket data....,5
drifer jaklingko 117,4
Mocat macet aplikasi mu pak rak keno di enggo nulis tanggal lahir ndadak geser awet 2020 ngo 1999 la ra yo gempor,1
GOOD. 👍👍,5
Unfaedah..,1
Jos,5
Bagus,5
Cukip baik dan aman,5
Ok,5
Sakit parah booster ke 2 a.k.a dosis ke 4,1
Looo,5
Sangat membantu,5
membantu sekali,5
Gk guna,1
Baik sj,5
Bagus,5
Nub,1
Bagus,5
"Sering pembaruan, klo tdk diperbarui gk bisa di buka sangat kecewa",3
Terlalu sering di update,1
Sering baget di pembaruan,2
Bentar bentar update 👎,1
Bagussss,5
Sangat puas,5
Bagus,5
Puas,5
Sampai saat ini selalu blank u lihat hasil imunisasi anak/sertifikt vaksin. Sementara selalu di update,3
Bagus utk berjalan bisa tau brp jumlah org di dalam tempat itu,5
"Ga jelasss nih Aplikasi, maksa bangt buat perbaharui",2
Sangat baik,5
Bagus,5
Lemot lelet kurang cepat,1
Oke,5
Bagus sangat membantu dalam perjalanan,5
Bagus 👍🏼👍🏼👍🏼👍🏼👍🏼,5
Sering berhenti,2
Gk bisa di update suu,1
Sangat bermanfa'at,5
Knpa gak bisa d perbarui,1
Gak guna,1
Sngt membantu,5
"hidup itu berjalan , kalau cape duduk aja",5
Aplikasi ini sangat membantu saya👍,5
Aplikasi taii,1
Bagus aplikasinya,5
Manfaat...,5
Ok,3
Mantap,5
Ok,5
Sangat bermanfaat,5
"Update teros, lemot banget bukanya, dipermudah orang mah kalo masih nyuruh pake pedlin,",1
Oke,5
"Udah vaksin 3× tp di sini tidak muncul hasilnya.sudah konfimasi beulang-ulang lewat ktp,dll..aplikasi dzolim,laknat,virus buatan orang2 yahudi biadab..semoga Allah menenggelamkan kalian semua yg ikut andil dn kenyang hasil nipu manusia di seluruh Dunia..Tunggulah Azab Allah..",1
Membantu sekali,5
Kenapa sering di perbaharui,2
Bermanfaat sekali,5
mantap,4
Akurat bagus banget,5
Good app,5
Bagai mna cara ganti no hp,5
Siip,5
Kami sangat terbantu dgn informasinya,5
Ok,5
Bagus,4
Ok,5
Peduli lingkungan,5
Bismillah,5
"Kenapa jadi error dan susah buat log in, mudah yg aplikasi pedulilindungi pertama kali, sekarang jd tambah ribet buat klaim sertifikat",1
Ok,5
Nice..membantu sekali,5
Mantep sangat membantu,5
Jos,5
Akhirnyq instqll ulqng bbrp kali. Akhirnya mau balik normal lagi. Terima kasih sdh di jwb via email dr pihak apps. Sementara aku ksh bintang 4 dulu. Semoga lancar2 dan balik normal smp strsnya,4
Konyol,1
Mantap,5
cukup diam dan buktikan,5
"Bagus buat tes covid 19 & kesehatan, sebagai syarat berpergian.",5
bagus,5
MantaB.,5
"Canggih, efektif",5
"Untuk sekarang apk nya udah rusak banget susah buat isi data sertifikasi vaksin , kenapa ya ? Udah jelek bangett bukannya membantu malah mempersulit. Dulu pertama pake GK kayak gini, sekarang jadi serumit ini pake alesan komputer nya sedang apalah apalah ribet bangett, udah seminggu kayak gitu GK ada kemajuan bangett . Saya harap percepat perbaikannya karna saya butuh download sertifikat vaksin 3 , tolong jangan mempersulit, sekarang ini kita juga udah dipersulit sama kenaikan BBM dan sembako .",1
Sangat membantu,5
Baik,4
mantaptappppppppppppppppp,5
Masok,5
Joos ok,5
Aman dan terpercaya,5
Ok,5
oke banveetz,5
Suka banget dengan apl ini..bisa nyimpan data2 penting,5
Bagus dan Membantu,5
k.9k.,2
"Kenapa ada upadate tan terus si,,, syaa perbarui ga bisa dan di download ulang tambah ga bisa,,, tolong dong jgn mempersulit dengan apk",1
"Apl gak guna, apl bisnis merugikan masyarakat",1
Mantappp,5
Mengapa saya tidak bisa mengecek sertifikat vaksin??? Saat saya sedang mengisi form untuk mengklaim agar bisa ke tahap selanjutnya tapi apk ini tiba² eror 🤐,1
Good,5
Mantap,5
Sudah intall,5
Mantaflahhhhhhh,4
Good,5
"Lemot luar binasah..,",5
bolehlah,4
Good,5
"Minta update, setelah di update ke logout & gk bisa log in dengan nomor hp & email yg sudah terdaftar sebelumnya. Terpaksa coba daftar ulang, saat minta kode verifikasi gk masuk sama sekali, baik lewat WhatsApp atao SMS. Tq",1
Terima kasih,5
Oke bagus,5
Bagus,5
Kamera buat scan kadang suka eror.,3
Oke,5
Kami sangat merasah terbantu,5
Perjalanan saya menjadi lancar karena saya sudah vaksin ke-3 (Boster).,5
Moga sehat sllu kt semua...,5
Good,5
Ok,5
Ok,5
Sangat baik membatu untuk kami mencari pekerja an dan kesehatan,5
Terlalu banyak di perbarui jadi bikin eror🥺,3
Aplikasi aneh,1
Sangat membantu saya dan seluruh keluarga saya ....khususnya dalam memproteksi seluruh keluarga kami dalam perjalanan maupun keamanan kami di manapun kami berada...!!! Terima kasih untuk seluruh crew aplikasi pedulilindungi!!!,5
"di suruh upgrade mulu,pusing aing",3
Good,5
Sangat membantu,5
Bagus,5
"Sertifikat booster saya kok blm ada juga di peduli lindungi, saya udah booster dari tgl 12 Agustus sampai hari ini tgl 8 September kenapa sertifikatnya blm ada???",3
Baik sekali untuk data warga,5
Ok,5
Mantab,5
Bagus,5
ok,5
Sangat bermanfaat,5
"""Aplikasi yg buruk dan rawan kebocoran identitas, "" Dulu admin bilang data aman, sekarang komennya uda dihapus... Kenapa tuh dihapus Uda mulai hilang ya datanya..?",1
Mengetahui kota yang penah dikunjungi,5
Saya sangat puas dengan pelayanan puskesmas binong,2
Sy suka,5
Good,5
"sertifikat saya yg harusnya belum DO ,pada sistem di katakan DO , alhasil vaksin saya yg ke 3 tdk bisa di entry ,pdhal dalam wkt dekat ada keperluan ,tiap hari sdh melakukan laporan tapi sdh beberapa bulan blm ada tindakan perbaikan,sy merasa sangat di rugikan karena persyaratan wajib memiliki sertifikat vaksin covid ini ,",1
Sangat membantu,5
Bikin ribet,1
Mudah untuk mengetahui jumlah orang dalam area itu,5
Terlalu byk yg harus dilakukan utk aplikasi ini,1
Ok sangat membantu tks,5
Baik,5
Sangat membantu,5
"Kenapa tida bisa scan,scan selalu gagal?",3
Peduli lindungan sangat membantu info terbaru vaksin,4
Sangat membantu untk informasi ttng update COVid 19 serta info dri faskes terdekat..👍👍,5
👍👍👍👍👍,5
ok,4
Oke,5
Ok,5
an,4
Cepat dan selalu di update,5
Terbaik,5
Bagus banget aplikasi nya rutin minta update kalau mau buka aplikasinya eeeh setelah di update malah kembali ke menu semula di buka lagi kagak bisa harus lewat PlayStore baru bisa buka hebat nih team nya bisa bikin orang cepet stres pertahankan ya,5
Okkk,5
Tgl lahir saya salah di sertifikat,5
Lemoootttt..... Malu malu in...,1
Aplikasi membantu untuk mengetahui info vaksin,4
Keren,5
Mantap,5
Terbaik,5
Mantap,5
Tidak berguna.,1
Minta update Mulu..sekarang malah ga bisa masuk ke aplikasi..sering eror cing.. Tolong diperbaiki.. Ribet mau masuk mall pake beginian.. Klo eror gak bisa masuk.. Soalnya saya kirim barang ke mall..,1
Baik,5
Hooh tenan,1
Ok,5
"Gabisa cek certificate, pengelola gak bner",1
Responsif,5
Sangat membantu aplikasi pedulilindungi,5
Anak bangaa selalu mengikuti protokol sehat selalu bangsa dan rakyat nta indonesia,5
0llbbn n. Iim,1
Good,4
Vaksin ke 2 gak bisa masuk mall,2
Bagus,5
Joz,4
Ok...bgt,5
Sangat menunjang,4
Oke...,4
Top,5
Saya tdk bisa login kembali di apk ini,1
"setifikat vaksin nya ko gak bisa muncul lagi,tolong infonya saya butuh untuk pekerjaan,terimakasih",4
👍👍👍,5
Bagus,5
nyusahin lagi buru buru minta di perbarui,1
"Mau klaim sertifikat vaksin dari dulu aja ribetnya gak ketolongan,errror Mulu lah ngebug lah",1
Bagus,5
Ok sip,4
Pembaruan mulu najis,1
Sudah di update aplikasi keluar terus bagaimana peduli lindungi kaya begini,1
good,5
Error,1
Bagus,5
Apk gaguna,1
mantaap aplikasinya tks,5
banyak pembaruan,3
Sempurna,5
Praktis mudah,5
Terlalu sering di perbarui,1
Error Mulu,1
"Mau cek sertifikat aja ga bisa, chat ke whatsapp resmi diarahkan ke website. Trus apa fungsinya ada aplikasi 😂",1
Nomer nik sama nama lengkap udah sesuai KTP pas di pencet daptar ga bisa masuk ada tulisan (Masukan no nik dan nama lengkap sesuai ktp) kaya gitu terus ga jelas nih apk padahal nik sama nama udah sesuai ktp,1
Fersi baru,5
"Saya sudah vaksin yang ke 2, tapi sertifikat vaksin yang ke 2 tidak kunjung muncul. Sayaa, sudah coba klaim dan laporkan tetap saja tidak di gubris. Bagaimana ini cara mengatasinya? Saya mau vaksin yang ke 3 jd bingung karena tidak mendapatkan e-tiket vaksin yang ke 3, mohon bantuannya.",2
Apk bqgong,1
Baik,5
"Habis update bukannya beres, malah eror",3
"App cacat, ngga bisa liat sertifikat vaksin!",1
Ribet,1
Sulit untuk mengeklaim sertifikat vaksin eror trus,1
Unm uù jjp00m0n xy kufc xvump 0 yuucñ,2
Skrang mau daftar peduli lindungi susah bnget hrus blak blik mnuny.,5
👍👍👍👍👍,4
saya udh vaksin booster tp kenapa balik lg ke vaksin pertama saya sgt di rugikan atas hal ini,1
𝐎𝐤,5
Stuk di tampilan warga Indonesia dan warga negara asing!!!!,5
"Selalu tidak bisa download sertfikat vaksin, selalu bermasalah, bahkan tidak bisa dipencet sekalipun.",1
Kok tiba2 error si gak bisa dibuka,1
"Dibikin ribet, mau login aja susah. Punya kuota tapi berasa gapunya kuota.",1
"Ribet daftarnya, sekelas aplikasi pemerintah kok bgini amat yak, kalah ma aplikasi2 buatan pribadi",1
Saya unistal ..... Apknya selalu berhenti .....mengganggu banget,1
Sekarang aplikasinya susah buat klim sertifikat gak bisa bisa,2
Baguss,4
Bagus,5
Pertahankan yang terbaik,5
Keren,5
Fiturnya makin keren dan bermanfaat!,5
👍😊✌️,4
aplikasinya ga support untuk android lama,5
DAONG 🏉,4
Setelah download baru aplikas tidak bisa 😭😭😭,1
g3,5
Praktis,5
Ini aplikasi milik negara bukan sih? Dikelola BUMN kah?,1
"Selalu gagal saat check ini dengan keterangan belum melakukan vaksin booster. Begitu juga ketika masih vaksin kedua sebelumnya warnanya tidak berubah ke hijau dengan keterangan masih vaksin 1. Padahal jelas di aplikasinya sendiri sertifikat vaksinnya sudah ada 3. Aplikasi sdh diupdate bahkan uninstall dan reinstall tetap aja gagal. Jelek banget sih, menyusahkan",1
"Sangat bermanfaat, mudah di mengerti..",5
Apik,5
"Aplikasi buruk, bikin emosi. Lebih baik gak usah bikin apk kalo buruk gini",1
Aplikasi cacat.. Bisa ga sih pemerintah tuh bikin aplikasi yg mudah dan cerdas... Susah banget ngisi tanggal lahir.. Bikin sakit jiwa aja ngisinya ga bs manual.. Harus mundurin stiap bulan nya bikin kesal....,1
Kenapa selalu gagal menginstal?,5
Terlalu lemot dan ribet proses download nya sangat-sangat meeugikan dan kurang nyaman,1
"Saya sudah vaksin lengkap, tp tidak ada sertifikat vaksin. Bagaimana solusinya?????",1
Oke,5
"Izin bertanya , apakah diaplikasi pedulilindungi sertifikat vaksin ke-3 tidak muncul",3
"Aplikasi yang sangat sangat tidak berguna setiap kali masuk keluar sendiri dri aplikasi Sampek berkali² masuk tepat saja keluar tetap saja keluar sendiri, Sampek kesel😡",1
Sampah,1
Ok,5
Bagus,5
Nice,5
Sulit untuk buka dan scan barcode dan untuk beberapa hp tidak bisa di download apk nya!,1
Aplikasi Dajjal #improudbeapureblood,1
Alhamdulillah dengan aplikasi pedulilindungi sangat membantu saya utk mengecek sertifikat vaksin saya sekeluarga. Terima kasih PeduliLindungi. 🙏,5
