score,content
1,bodoh
4,Bagus👍👍👍
1,"Banyak pembaharuan,tpi tetap lemot"
1,Bikin repot
4,Memuqskan
1,"Aplikasi yg kluar karena kebijakan yg tidak berpihak pada rakyat kecilll...kalian pikir orang kecil bisa beli hp buat ngunduh aplikasi kalian hai rezim jahanam ..saat ini kami ikuti kemauan kalian ,tpi jangan slahkan rakyat jika sudah di titik muak nya dg kebijakan kalian yg slalu berpihak pada cukong sbgai tuan kalian ..sampai berjumpa di pengadilan akherat saja buat kalian para pejabat jahanam yg bisa nya ngrampok uang rakyat dan nyusahin rakyat"
1,Lieur...... 👎👎👎
1,Gabisa buat jajan seblak
1,APLIKASI SERING ERROR...MAU CEK SERTIFIKAT AJA GA BISA!!! GIMANA ORG BS PAKAI KALAU SERING ERROR KYK GT???!!!!
2,"Tambah di update tambah lemot, bikik eHAC ga bisa-bisa, tolong lebih di sempurnakan atau hapus saja jadi memudahkan kami yang sering menggunakan transportasi udara"
1,Ribet sering eror
1,Nyusahin..
1,"Saya kasih bintang 1 dulu, Biar pengembangnya tidak cepat puas. Kedepannya, saya harap aplikasi ini lebih ditingkatkan penggunaanya. Lanjutkan nak!"
1,Bikin rakyat susah
5,Sangat membantu sekali
1,Susah buka sertifikat vaksin sedangkan kalau yg gaptek masa dia bisa???
1,APLIKASI ASU TENAN
1,Oh waw
5,Very good
1,"App gak guna, gak mutu, budidaya congorna, bisnis alat tes, bisnis farmasi... Plandemic alat tes"
1,Aplikasinya di permudah dan di kasih beberapa fitur seperti ada sertifikat Vaksin yang di Vaksin diluar Negeri. Sertifikat itu bisa langsung di Update di Aplikasi Peduli Lindungi. Mohon diperbaharui. Terimakasih
1,Tidak bisa diinstal
5,Mantap
5,MAKASIH YA
5,Sangat membantu
1,Aplikasi jualan vaksin
1,"Gabisa klaimmmmm sertifikat woyyyy, nik udh bener tapi gak terdaftar"
4,👍
1,"disalahgunakan pemerintah untuk jadi aplikasi pengontrol segala hal kegiatan masyarkat dan tidak relevan lagi dengan pencegahan dan pendataan covid, malah jadi data buat beli minyak goreng/kebutuhan pokok"
5,Ok
1,Aplikasi memecah belah indonesia
5,Bagus
3,Gaada fitur cari nama di sertifikat
5,Oke
1,Semakin ruwet dengan banyaknya aplikasi yang tumpang tindih.
5,Bagus
1,ribet
1,Error terus
1,Error
1,Menyusahkan utk rakyat kecil.haha
4,Bagus yaa.. untuk kelancaran komunikasi dan sarana perjalanan juga
5,Mantap
5,Bagus
3,Cukup baik
5,Baik
1,Aplikasi gak guna..
5,aplikasi yg sangat membantu. mantap.
5,Bereh......
1,Dikit dikit update aplikasi yg ngribetin
1,'phonecountrycode is not to be allowed' masalah apalagi nih aplikasi? udah isi nomor telfon masih aja di tolak.. tolong dong jangan bikin ribet lagi utk kami para pengguna.
5,Siip
5,Best of the best aplikasi
1,Bertele2 udah daptar bolak balik trs gak jelas
5,"Sangat membantu untuk ketika masuk obyek wisata, RS dll tinggal lihat kan HP sudah ada bukti kalau sudah vaksin , pokoke sangat membantu dan dimudahkan."
5,Verry Good
1,"Ora seneng blas nyong ah, karo semacam koyo iki"
5,GOOD
1,"Apk nyusahin aja! Mo beli migor (curah) kasta rendah aja dipersulit! Bukanya indo itu produsen migor terbesar, ya?"
1,tambah ribet...tdk praktis
4,Ok
1,Sertifikat vaksin tidak bisa di lihat...tolong tampilkan sertifikat vaksin boster....
5,👍🏻👍🏻
1,Abal abal
5,Sangat bagus
5,Aplikasi sangat penting untuk melihat sertifikat paksin
1,Tot lah
5,Mantap
1,Peras rakyat buat kantong pribadi.
1,"Aplikasi lemot, kemana"" harus pake aplikasi ini tp server lemot. Mohon ditingkatkan untuk kenyamanan masyarakat"
1,"Sertifikat vaksin yang harusnya jadi vaksin kedua malah jadi vaksin pertama. Jadi ibarat kita belum vaksin kedua padahal data yang diberikan udah sesuai. Mana nggak ada solusi juga yg diberikan. Kalau gini kan ribet, mau naik pesawat harus urus ini urus itu padahal sudah vaksin kedua lengkap."
1,Digunakan buat beli minyak goreng ???
1,Gk guna
3,"Applikasi yang menyusahkan. Setiap kali pembaruan, pasti suru ngisi data lagi .repot"
1,Pencurian data diri
5,Bagus
1,Bikin ribet masuk ketempat umum.
5,Good
1,Menyusahkan...beli minyak aja pake gimian
5,sangat berguna
5,berguna
1,Apa gunanya vaksin??....????? Apa gunanya vaksin?????? Apa gunanya vaksin???????
1,Buruk
2,"Sertifikat gak muncul"", di menu bantuan aplikasi tidak ada yang bisa di hubungi, bagaimana ini? saya sudah booster tapi percuma tiap pergi harus di swab dikarenakan sertifikat booster nya belum keluar. tolonglah"
5,lebih meningkatkan lagi di pelayanan nya
3,"Setelah update aplikasi, untuk buka sertifikat loading tambah lama"
5,Semoga bermanfaat untuk kita semua
1,Aplikasi 👎👎👎👎👎
5,Kok sering hillang sendirii aplikasiinyaa
1,Aplikasi menyusahkan rakyat
5,Jos
5,Sangat bermanfaat digunakan untuk kepentingan umum
5,Nge bug
1,"Menyusahkan,ribet banget"
2,Kemaren ada imunisasi anak..sekarang hilang... gak jelas developer nya yang buat ini
5,Ok
1,Wedus ndasmu
1,"Aplikasi gak jelas, selalu lemot, udah minta update mulu tapi malah makin gak bener. Mau masukin data aja susahnya minta ampun. Programmer nya gimana sih? Minta maaf mulu tapi gak ada perubahan! Kacau."
5,Mantappp
5,Bagus
1,Libet..
1,"Aplikasi yg sangat menyusahkan masyarakat,tiap mau buka suruh update"
1,Scan barcode susah banget bangkee
5,Pada saat mau di vaksin gugup😅😅😅
1,Aplikasi yg membatasi untuk kemana aja
1,Apakah Minyak Curah Tersedia ? Mending instal dan bintang 1 biar kehapus nih app bukin ribet
5,Cukup puas lah dan membantu
1,mo beli minyak Goreng aja hrs pake apk segala nyusahin Ema² aja.
1,Bikin tambah ribet aja
5,Mantap
1,Apk ribet
1,Aplikasi jelek bikin beban uang negara
3,Ko jd lemot bgt ya
1,Jadi harus sering bawa hp
1,Aplikasinya buat mata2in aktivitas pengguna
5,Sangat membantu dalam memperlancar mobilisasi dan memotivasi keluarga dan relasi yg lain utk menyadari pentingnya imunisasi bagi kesehatan Kel dan masyarakat.
1,Gak suka sama aplikasi nya
1,Aplikasi nyusahin
5,Mantap....
1,"aplikasi tidak jelas, beli minyak saja harus pakai aplikasi ini,....."
5,Sangat membantu
1,Update trussss!!!!!
5,Ok
1,Aplikasi pelanggar HAM
4,Lumayan
5,Setelah saya melakukan vaksin ee penyakit jempol saya yg sakit jadi sembuh ....
5,Ok bgt
5,Bagus
1,Sering error
5,Mantap
1,Ribet
1,Menyusahkan
1,Makin GK masuk akal. Masa mau di buat beli minyak
5,Belumm bisa mengunduh sertifikat vaksin
2,"Saya kesal dengan aplikasinya, saya butuh sertifikatnya cepat tetapi tidak bisa muncul, pertama katanya salah tanggal lahir, sudah saya perbaiki kembali, terus chaptcha nya salah, sudah saya update, kemudian datang lagi pemberitahuan bahwa banyak sekali percobaan datang lagi besok, begitu terus.. besoknya gitu juga, terus sampai besok kapan dong baru bisa... Tolong dong developer perbaiki, reviews nya banyak yang rendah tapi dijawab semua, saya pikir sudah di perbaiki, maaf tentang ulasannya."
1,Apliksi gk brguna
1,"Aplikasi Kurang berguna,terlalu memaksakan rakyat,"
4,Hebat
1,Aplikasi gak guna Jarang di pakai
5,Sangat puas
1,Aplikasi Nyusahin Rakyat
5,Bagus
3,"Awalnya sertifikat ga muncul karna salah masukin no hp. Udah menghubungi pihak peduli lindungi melalui email dan udah diganti, tp sampai vaksin yg ke 3 sertifikat masih belum muncul"
5,Ini aplikasi bener bener wajib untuk semua warga Indonesia karena mau masuk mana mana sudah banyak yang di haruskan barcode dari aplikasi ini
5,Jangan suruh update lagi ya Pak
4,Bagus
1,Aplikasi ga guna
5,Good
3,Kenapa saya gak bisa instal apk ini
1,sad
5,Praktis dan informatif
5,Knpa sekarang beli apa apa harus pake peduli lindungi.dapet diskon kah😂😂
5,Jos
1,"Bug terus, apk manja entah harus pake jaringan apa biar stabil, susah masuk 🥵"
1,Ribet
1,Kok jelek sih
1,sering error skr
1,Telah di faksin sangat2 repoot
2,"Kesel sama peduli, harus update terus semangkin ke sini. Jadi agak menyulitkan pengguna ketika harus buru"" atau ada kepentingan di kantor, padahal baru beberapa minggu lalu update masa harus update lagi."
1,Payah
1,"Pelayanan sangat buruk, menyulitkan masyarakat banyak dan tidak bermanfaat..tolong segera hapus aplikasi ini"
4,Oke
1,"Sering troble, eror"
1,Ini mengapa saya sudah vaksin pertama? sedangkan saya belum vaksin sama sekali dan yang divaksin namanya bukan nama saya melainkan orang lain. Sedangkan nik saya tidak bermasalah setelah saya cek di dukcapil.
1,"Saya coba masukin klaim serrifikat buat anak saya ngga bisa, pake di tanyaain tanggal vaksin nya kan orang bisa aja lupa, terus kan ada nik, buatapa fungsinya kalau ngga bisa mendeteksi sertifikat berdasatkan nik, kalau kaya gini mah kaya bikin serrifikat sendiri, nulis nik nulis tanggal nulis jenis vaksin, harusnya nik aja cukup kaya yabg sebelumnya ngga pake tanggal ngga pake jenis vaksin muncul fengan sendirinya"
5,. .l . . . . Km L L . L . . L L . Km . . . Ko .
1,Bikin susah rakyat kecil
5,Bagus
1,Tidak menarik
1,Aplikasi gak guna
1,Bikin ribet hidup
1,Le that cang panah
5,Yes Yes yes
1,Beli minyak pake aplikasi wkwk
5,Ok
5,Lemot ni
5,Ok
5,ok
1,Aplikasi tidak berguna
5,Mantap
5,Sangat membantu
5,Bali minyak goreng
1,Kurang bermanfaat...
5,Faksin penting untuk kesehatan umum
1,Lutut lagi lutut lagi kapan kepala
5,Mantap
3,"abis update suruh aktivasi lg, ribet"
1,Jelek
4,Alhamdulilah membantu
5,Terbaik
1,"Tidak berguna susah intinya susah aplikasih ini dan membuat susah semua sistemnya intinya jelek lah 👎👎👎👎👎 Menyusahkan orang banyak rasan, UNISTAL INI menyusahkan orang susah Buat menyusahkan masyarakat ini ni hapus aplikasih terjelek sedunia Menyusahkan orang semoga tuhan menyushkan kamu yg buat aplikasih ini dan yg buat peraturan buat rakyat susah hidup kalian sedetik penuh kesusahan apa aja itu dari nafas dll"
1,Bikin hp panas
5,Mantap
1,segera d banned
1,Aplikasi gak guna
1,"Skip, dk guno"
1,Lieur
5,Aplikasi Ok
1,Gabisa masuk
1,"Ribet banget pakai nya,selalu minta update. Udah di update eeh mĺah suruh isi biodata lg,gk ada database nya gtu??"
5,aplikasi memang mantap ini gue kasih bintang 5 pol
1,"Aplikasi ga jelas, masa minyak goreng pake aplikasi.."
1,Aplikasi sangat sulit bagi yg tunanetra
5,Sangat bermanfaat
1,Dangdut
1,Nyusahin rakyat
1,Aplikasi buat beli minyak... Rating buruk
1,"Gabisa ngisi formulir oi, sampah"
5,Semoga bermanfaat
1,"Tolong dong untuk ingisi tanggal lahir d pemasukan data sert vaksin, d per baiki masa harus tap tap muluu ga bisa di ganti otomatis"
5,bagus banget saya suka sekalin
5,bagus
1,Pemerintah mempersulit bisanya
1,Nyusahin rakyat gblk
1,"Klw bikin aplikasi yg bener lah, jgan nyusahin orang, GK jelas"
1,Nyusahin
1,Merepotkan
2,"Kebanyakan update, Jika tidak di update tidak bisa dibuka/maksa. Ngaruhnya apa ya ini aplikasi??"
5,Saya tidak dapat kode OTP di aplikasi peduli lindungi padahal saya sudah mencoba berbagai metode (nomor hp dan email) sehingga saya tidak bisa login. Bagaimana solusinya?
1,Makin lama jd nyusahin rakyat apa2 kudu pake apk
1,"Tolong diperbaiki aplikasi nya, karena kalo abis update suka nge lag dan force close."
1,Aplikasi yg buruk dan rawan kebocoran identitas katanya...
5,Cukup bagus
1,Ribet
5,Good apk
1,Sering error
1,Suka minta upgrade.. masa tiap hari.. jadi ribet.. bikin antrian panjang aja... Haduhhhh...
1,Karena di paksa
5,"Saya ganti HP, pas login akun peduli lindungi koq kode Verifikasi nya gk dikirim², tolong dibantu, Terima kasih. Sudah dapat Verifikasi nya terimakasih"
1,Tidak relavan lagi
1,Aplikasi nyusahin👎 kadang macet
4,membatu juga aplikasi ini tapi tingkatkan dong agar lebih mantap lg
5,Bagus dan bermanfaat
5,Ok
1,"Dulu sangat membantu, tapi sekarang jadi sulit"
1,Ribet
5,Masih atas bantuan aplikasi pedulilingkungan
4,Ok
1,Aplikasi jelek
5,Semonga COVIT-19 bisa hilang
5,"Udah bisa di gunakan, Respect buat pembuat aplikasi 🙏🙏🙏"
5,Yuk aktifkan peduli lindungi
1,Apk gak penting
5,Mohon di perbaiki mengenai fitur cek seluruh e-HAC saya error. Hanya muncul Layar Blank warna putih. Dan tidak ada muncul opsi apapun. Atas perhatiannya saya ucapkan terimakasih 🙏🏻
1,Beli minyak apa mau daftar vaksin?
1,Banyak tingkah
1,Merepotkan
1,Kirain habis di up date sudah bagus ternyata masih sama saja..tidak bisa klaim sertifikat Vaksin...
2,Riyet sirah
1,Data diri bocor kemana mana Apk g guna nyuri data dan jadi mata mata ya
4,4 aja
5,Apakah perjalanan domestik wajib mengisi ehac ?
1,Vaccine non indonesia di klik kok tidak muncul apa apa
5,Siiiiip...
5,Penting untuk kesehatan
2,Vaccine non indonesia ko ga muncul yaa
1,Buat beli migor
5,Sangat membantu
1,buatan anak bgst
1,Apk banyak bug ny ngak sesuai
5,"terimakasih kepada kk yg telah membuat aplikasihnya sangat membantu sekali untuk menyimpan sertivikat vaksin,ga perlu lagi bawa kertas sertivikat vaksinnya"
1,"Sering minta update, bga guna lah.."
1,"Apk nya bagus tapi kurang di maksimalkan Lagi karna Setiap buka agak berat karna Bug serta Bukti sudah Vaksin kadang gak Tampil Mohon tim kemenkes Ceo app pedulilindungi, lebih usaha lagi dalam penanggan apk ini. Kalian bisa menangani Covid 19 Dan mengurangi Kematian. masa Giliran apk tersendiri Gak Bisa Tangani sih, aduh Kalau covid 19 bisa harus nya apk nya bisa ditangani juga dong. Hadeuh, salam dari michael Abraham Kelas: 11 Tempat tinggal sekarang di lembah hijau lippo cikarang."
1,Menuh2in memory ga guna
1,Aplikasi nasional tapi payah
1,Sangat buruk
1,Mohon maaf ini saya mau login kok gabisa bisa ya 🙂🙂
5,Siiip deh
1,Error
4,Mengapa kode OTP tidak terkirim ke SMS/WA
3,Sulit ketika foto
5,Dulu membantu banget sekarang kan udh gak ada Corona omicron oskadon cacat monyet udah ilang
1,"Kode otp nya kok ga dikirim kirim sihhhhhhh, kehabisan apa kode nya????"
2,Aplikasi mendeteksi bahwa saya belum vaksin sedangkan saya sudah vaksin ke-2
3,lama bgt
1,"Minta tolong, aku butuh pakai aplikasi ini besok tapi untuk daftar aja tidak bisa."
3,Ribet
1,Kok nggak masuk otp padahal saya udah masukin nomor dengan benar
1,"Dr sekain juta penduduk indonesia yg punya bakat it g ad yg d pakai tah? Kirim verivikasi d app d kasih wktu 1 menit lebih ini beberpa menit pun kaga d kirim², Kerja kebanyak bawaan orng dalam jd gini nh app"
1,Kenapa saya gk bisa2 login. Kode verifikasi tak trkirim via sms atw wa...
1,gk bisa masuk..... peraturan menyusahkan rakyat. jancuuukkkk
1,👎
1,"Ini kenapa yah, kok gk bisa daftar? Padahal nomor telepon nya udah benar dan masih aktif, tapi kok kode verifikasi nya gk ada yg masuk??!! Aneh!!Tolong diperbaiki apk nya ya"
1,Mau login kode verifikasinya lama banget di kirim sampai harus ngulang beberapa kali
5,Baik
1,"Kenapa login,daftar ulang pake email gak ada masuk pesan ke gmailnya padahal lagi genting banget"
1,Burikk buat daftar aja ribet amatt
1,Kenapa kode verifikasi daftar saya tidak masuk masuk ya saya udah coba lewat email maupun nomor telpon tidak ada sama sekali yang masuk 1 pun kodenya gimana ini
5,Sya ksh bintang 5 ...aplikasii tolong di perbaikii lgii.....
1,"APLIKASI APAAN SIH INI, TIDAK BISA LOGIN TIDAK BISA VERIFIKASI MENYUSAHKAN MENYUSAHKAN TIDAK BISA LOGIN TIDAK BISA LOGIN"
2,"Hallo pedulilindungi,saya tidak bisa menerima kode otp untuk verifikasi aplikasi pedulilindungi."
1,"Ampun dah, susah bener buat masuk, efek ganti hp.... udah masukin no hp, kode verifikasi kga di kirim2...."
1,Mau verifikasi aja gada respon
2,Kode otp tidak masuk ke alamat email verifikasi.
3,Kenapa ko saya tidak mendapatkan kode verivikasinya ya
5,"Bermanfa'at bagi yang Udeh di faksin 1 ,2 dan 3"
5,Mengapa kode tidak terkirim ke nomer saya?
1,Kode nya ko gak keluar keluar di pencet kirim ulang malah gak bisa di pencet tolong kasih solusi
5,Minta di aktifkan pedulilindungi
1,"masa aku udah udah berusaha login malah ngga bisa, nunggu kode otp ngga masuk masuk, sebenarnya kalian mu mau bunuh aku atau gimana sih"
1,"Judul nya aplikasi peduli ,tapi kenyataan nya ga peduli rakyat malah di pakai buat beli minyak ,ngakak"
1,Melanggar privasi
1,Pengiriman OTP sangat lambat. Mohon diperbaiki untuk pengiriman OTP bagi pendaftar baru!
5,🔥
4,Kok saya dari tdi tdk bisa login padahal sebelum nya udh pernah login bisa dah sekarang saya login gk keluar kode nya udh banyak sekali saya ulang ulang
3,update aplikasi nya cepet banget kadang kadang pas mau buka baru juga beberapa waktu ke belakang di update eh giliran mau barcode check in di tempat umum harus di perbaharui lagi walaupun kecil ukurannya tapi kan berasa mengganggu pas mau di gunakan.bisa gak update aplikasi nya agak lama gitu update aplikasi mulu perasan.ya kalo anak muda gak masalah lah kalo yang pake orang tua aku kadang mereka suka gak paham sama jadi lama
1,"Minta kode verivikasi mulai sore sampai malem gak dikasih kode , woi aku vaksin supaya bisa kemana"" Dengan nunjukin data lewat apk ini, tp masuk nulis nomor nunggu verivikasi gak dapet, gak niat"
1,Aduh kodenya lama banget ini gimana ya???
5,Aplikasi ini sangat membantu sekali untuk mngengetahui keperluan2 sala satu ny mengenai paksin dan yg lain ny yg kita tdk tau skrng bisa tau tinggal klik aj aplikasi peduli lindungi terima kasih
1,"kok ga masuk kode verifikasi nya bapa"""
1,Ga bisa terkirim kode verifikasinya
5,Mantap
1,"Gatau, pen ngasih bintang 1 aja"
1,Gak dapet kode otp ini gimana udah bener nomor wa nomor nya masih aktif jga pakek email jga gak dapet otp
2,Oke
1,lama_-
1,"PARAHHHH KODE VERIF GAMASUK MASUK PADAHAL UDAH MAU KE STASIUN HADEUHHHHHHH TOLONG PERBAIKI GIMANA SIHHH APK UDAH DARI DULU MASIH AJA LEMOT HADEUHHHH,UPDATE ELITE KODE SULIT"
3,Sering eror susah masuk nya
1,Aneh dengan apk ini. Sudah punya akun. Kok gak bisa login lagi... Kayak gak niat gitu bikin apk
2,"Tolong dong,diperbaiki lagi dri 2 jm yg lalu mau login ngga bsa²,smpe emosi"
1,"Kode verifikasi lama Tolong diperbaiki yang lebih baik, karena ini aplikasi sebagai syarat penting beberapa hal"
5,bagus
1,Tempeeeeeeekkkk ... Aplikasi busuk
2,Dulu bagus sekarang mau lihat e hac yang saya buat terus udah di save mala keluar putih kosong. Update yang lebih baik lagi
5,Mantap
1,Tolong Kode Verifikasi saya tidak masuk
5,bagus
1,Aplikasi buat beli minyak goreng
1,Ok
1,Ini Aplikasinya Sekarang kalau mau login lama kali untuk dapat kode verifikasi sdh berkali-kali tetap tidak ada sms kodenya. Tolong di perbaiki
5,Joooss lop __ Sam 👍👍
5,God job ..mantap🙏👍
1,"Aplikasi berjalan lambat, untuk login kode verifikasi tidak muncul setelah menunggu kurang lebih 2 menit. Tidak ada respon berulang kali meminta kode tetap tidak ada respon padahal akun saya sudah terdaftar. Kalo kerja yang niat jangan setengah² dong pantes negara ga maju maju semua karena duit yg di utamakan"
1,Tidak bisa di instal sama sekali
1,"APLIKASI MEMUDAHKAN BUAT DATA"" VAKSIN ❎ APLIKASI MEMPERSULIT BUAT DATA"" VAKSIN✅"
5,Bagus
5,Siip
5,Ini bagus banget
1,Aneh
1,"Jgn mempersulit rakyat lah, repot bgt, lemot"
1,Males pake nya. Instal karena terpaksa aja
1,"Ribet, banyak bug 👎👎👎👎🖕🖕🖕🖕"
5,Yaeee
1,Kebanyakan update
1,Luhut lagi luhut lagi
4,Ribet
5,Sangat membantu mazehh 👍👍
1,Ribet
5,Ok
5,Mantap dong
5,bagus
4,Aku jadi bingung baru 2 kali vaksin tapi sertifikat vaksin ketiga udah keluar
1,Aplikasi Error
1,Data tidak sesuai KTP Ruwet
4,Bagus
2,Susah scan
5,Aplikasi yang oke
1,Susah bgt ni alpikasih mau liat sertifikat tahap dua . Kaga pernah berhasil aneh bgt dah .perbaikin dong aplikasinya
5,saya sya Aya Aya bae
3,)z s
5,Wow....thanks
2,"Selalu gagal chek in mulu, padahal udh di relog relog tetap sama"
1,Jelek aplikasinya kalo sdh mau update slalu lama dan gagal
4,Alhamdulillah sehat luar biasa
2,"Knapa harus di perbaharui terus sih ,dan buat vaksin ke tiga saya udh 2bln nunggu sertifikatnya gak kluar"" gimna yah?"
5,Ok
1,Disuruh update terus boros²in aja
1,Banyak aturan
1,Aplikasi error
1,Haha aplikasi jelek sekali.. yg bikin ga pintar.. masa mau masukin tgl lahir harus skrol sampe tangan kriting.. udah Gitu lemot pokokya jelek.. harusnya tgl lahir tinggal pilih ketik sediri.. masa harus geser dari 2022 sampe 1979 ga masuk akal. Jelek
5,Ok
5,Bagus
3,Semoga memberi manfaat
3,"Kalau misal nomor yang lama hangus bagaimana cara memperbaruinya ya, soalnya saya klik di aplikasi tidak bisa"
5,Sudah dapat 2 sertifikat Vaksin setelah sekian lama
1,Tracking device from the government of Indonesia.
4,Sangat bermanfaat untuk masyarakat
1,Saya tidak suka aja masuk kemall harus liatin peduli lindungi
4,🙏👍🙏
5,Mantap
5,Good
4,Sy ksh bintang 4 dl deh
5,Okkkk
1,"Tidak ramah aplikasinya ,terlalu ribet untuk segala prosesnya"
1,aplikasi gajelas
1,Aplikasi ga guna
5,Terbaik
1,Update mulu :)
5,Manatap
1,Nggak bisa check in
1,Terlalu banyak embel embel
1,Menyusahkan masyarakat
3,buagussss
2,Sebel banget setiap mau cetak sertif vaksin gak bisa. Udah pilih captha yg bener tp tetep aja gk bisa di klik. Malah ulang ke chapta baru
5,Sangat bermanfaat
1,"smngat jualan aplikasi, update mulu pula guna kagak, maksa iya.. konoha land"
1,Menyusahkan rakyat...
5,Perlu bgt
1,Semoga server peduli lindungi Kebakar..gak ada aplikasi ini lagi.. Ribeeeet
3,Vt
5,Good
5,Bagus & baik
5,Mantap
1,Sangat sedikit manfaat nya & sangat besar mudharat nya
5,"Bagus, cepat di respon"
1,Ribet
5,Ok
1,"Aplikasi taik, masuk tidak bisa di tunggu kode konfirmasi malah tidak dikirim, sebenarnya mempermudah apa mempersulit."
2,Susah cari sertifukatnya
2,Ini gimana sih setelah di update kok gak bisa masuk?
2,536r4è3333464r33thy5t3y333t3tat3212t56ewsr5srse42esrs
5,Ok
5,Baik
1,Unfaedah
2,"Setiap ingin dipakai selalu update, yang di update tidak ada, masih banyak yang tidak jelas"
5,Sangat membantu👍
1,"aplikasi bermasalah, buat update saja butuh waktu lama. sangat² merepotkan dan menyulitkan aktifitas sehari²."
5,👍👍👍👍👍
1,Anjay
5,Bagus
1,Masa beli minyak pake apk ini nyusahin orang aja
1,Gak guna klo beli minyak mah
5,Bagus
5,Bagus
5,Sangat membantu
1,Bikin ribet
5,Mantaaappp
1,Sertifikat ga muncul
1,Aplikasi reseh. Titik.
5,Good
5,Sangat puas
5,1 ke2
4,saya sudah vaksin 2 kali tpi sertifikat nya cuma ada 1 yg keduanya gada sertifikat nya nih
5,Untuk Tiket Vaksin Ke-3 dan Sertifikat Vaksin ke-3 kok belum muncul. Untuk App Pedulilindungi tolong diupdate
1,"ngeselin apk nya, gabisa ngerubah data. padahal sudah vaksin. di cek ke puskesmas di datanya salah di nama sama nohp, petugas pas input datanya teledor! jadi gimana nih? mau masuk, tapi nohp nya salah bukan yang saya!!!"
5,Mantaps
5,Min tlong dng skrang kan apa2 perlu aplikasi. Mau Kemana pke apk. Meningan menurut saya satu apk smua bisa jd gak perlu donwload lg kaya sekarang beli bnsin perlu apk Mningan satu apk smua bisa Masuk apk peduli lindungi pas msuk apk peduli lindungi ada my telkomsel dan berbagai apk
1,Aplk gk berguna udh 4 hari gk bisa2 liat vaksin ketiga muncul2 menyusahkan.. Best ap d.perbaharuin kalo gk berguna ..gk bisa ngbntu aplk ini..
5,Bukti vaksin Johnson and Johnson belum muncul di pedulilindungi
1,Migor ...Migor... Jualan paket data sekaligus...
3,Tetap semangat&sehat
2,Yang terbaik saja buat kita semua
4,Sangat membantu buat bording
5,"Menyenangkan,"
5,Mantep
5,Good
2,Update trosssss-_-
3,"Susah sy masukn Aplikasinya, sangat lambat ya ..🙏"
1,Tidak ada peduli pedulinya malah dijadiin syarat buat beli minyak goreng
1,Banyak eror nya
5,Sangat bagus untuk kesehatan dan keselamatan kerja di mana saja kita berada......
5,Mantappp
1,Saya nggk suka dipaksa
5,Mantap Pak LBP
5,Bagus
5,Mantapp
5,Ok
5,Sangat membantu dan bagus aplikasihnya👍👍🙏🙏
1,Bad
5,Jos
5,Sangat membantu dan sangat bernanfaat. Terima kasih pedulilindungi. Semoga covid19 segera berakhir
3,Bagus responnya...
4,"Servernya suka error, sertifikat vaksinnya keluarnya lama. Dan kenapa tidak bisa buka aplikasi nya ya ??? jadi repot kalo mau scan di aplikasi & cek sertifikat vaksin"
1,Kenapa aplikasi BUMN banyak yg erorr kalah jauh sama aplikasi swasta hadehh
5,Wajib punya link ini
5,Mantap
4,Mantap
1,"Setelah ada nya Apk ini Hidup malah tambah susah suuuu apa apa harus pake ginian ,, fungsinya apa coba hanya mempersusah orang susah aja suuu ..."
2,Halo kenapa apk nya tidak bisa di update yaa
3,Baru tiga bintang kalau sudah merasakn kegunaanya akan saya tambah bitang
1,Aplikasi merepotkan
5,Lebih mudah
5,Baik
1,"APLIKASI PEDULI MINYAK GORENG CURAH,, GAS BINTANG 1 BIAR HILANG SEKALIAN NI APLIKASI"
5,Good
3,"menu lainnya, untuk melihat riwayat checkin tidak ada. kenapa ya? Lonceng kanan atas tidak lengkap riwayatnya, cuma ada satu dua."
5,Membantu dalam perlengkapan berkas
5,Ok
2,"Kenapa setelah update, sertifikat vaksin jadi gk muncul,tolong di perbaiki"
2,Aplikasi rumit
2,Mmkke
1,"Aplikasi Pedulilindungi Tapi Saya Tidak Peduli, tidak ramah bintang satu"
1,Terlalu bnyk aturan apa2 pke app peduli lindungi. bANGKE
5,Jauh lebih baik dari sebelumnya 👍👍👍👍👍
1,Lemot
5,Good
5,Alhamdulillah ya Allah swt
2,Kurang bagus
5,Ok
1,Blm semua orang pakai
5,Cukup membantu
1,"Aplikasi banyak bug Scan gagal trus... maniak update terus, kuota saya jg terbatas . Jawaban cuma dari Bot saja"
4,Bagus dan bermanfaat
5,Salam sehat
1,Next *1 otw my pertamina!!!!!
5,Mantap
1,APK KONTOLL .. JANGAN DOWNLOAD KALO GA MAU NYESEL
5,Bagusss
5,baguus
5,Mantaaap
1,Cukup baik tapi sering minta update
5,Dengan aplikas Peduli Lindungi tau perkembangan Kesehatan info saran yang harus dijalani tentang Cocid Corona
1,ribet
2,"Saya sudah vaksin , tapi sertifikat vaksinnya kok ga ada ya?"
3,"Kenapa belum bisa untuk mendaftar, tolong segera perbaiki secepatnya. Terimakasih"
5,Ok peduliLindungi
3,Jadi nyaman bila pergi pergi
1,Bikin orang susah kmna2
5,Bagus..
1,Hidup makin di peribet
5,Sangat membantu ketika membutuhkan kartu vaksin
5,Good
4,Sangat bagusnya
1,NYUSAHIN ... mau lihat sertifikat nya kok gak bisa ....
5,Bagus
5,sangat membantu
1,terpaksa dan di paksa
4,BBB Bu
1,"Tai tai ,aplikasi blokk"
3,Okkk laaaahhh
1,peduli diri sendiri ini mah
5,"Bagus, berguna untuķ saya"
5,Good
5,Sangat efektif
